BEGIN SYMBOL
40.776647,-74.160386,FOO ,HOUSE
40.731039,-74.164122,BAR,HOUSE
40.791163,-74.005743,BAZ,HOUSE
40.730320,-74.056666,BANG,HOUSE
40.495863,-74.477921,This is a label,CHURCH
END
BEGIN NOTE
40.709302,-74.355980,Note text
40.673447,-74.195660,More note text
40.674734,-74.107296,Lorem Ipsum Dolor Sit Amit
END
BEGIN LINE
40.725148,-74.323791
40.725148,-74.323791
END
BEGIN LINE
40.725148,-74.323791
40.725148,-74.323791
END
BEGIN POLY
40.669847,-74.215805
40.667487,-74.215260
40.665636,-74.214701
40.661945,-74.214928
40.661259,-74.219228
40.660315,-74.220699
40.658255,-74.225678
40.656366,-74.229413
40.654478,-74.233709
40.650744,-74.225865
40.643706,-74.216305
40.633450,-74.199505
40.645895,-74.185589
40.646410,-74.181137
40.644178,-74.161223
40.674648,-74.136556
40.685635,-74.154434
40.686235,-74.158733
40.689325,-74.161788
40.690355,-74.165409
40.689754,-74.167898
40.688725,-74.169709
40.686922,-74.202069
40.687845,-74.204132
40.681413,-74.208412
40.675099,-74.213003
40.674214,-74.213158
40.672916,-74.213548
40.670496,-74.215494
40.669847,-74.215805
END
BEGIN POLY
40.644178,-74.161223
40.641818,-74.143576
40.643535,-74.134298
40.643878,-74.125925
40.648084,-74.109972
40.647740,-74.094012
40.651431,-74.087108
40.651259,-74.055913
40.670400,-74.044310
40.681343,-74.072198
40.692458,-74.088159
40.706277,-74.099591
40.709839,-74.099648
40.715761,-74.108080
40.703058,-74.112779
40.674648,-74.136613
40.644178,-74.161223
END
BEGIN POLY
40.785611,-74.149013
40.786657,-74.147929
40.777817,-74.130248
40.773717,-74.130001
40.772253,-74.127676
40.771538,-74.127514
40.772148,-74.124429
40.771206,-74.120999
40.770387,-74.120101
40.770126,-74.118904
40.770091,-74.118237
40.771137,-74.115796
40.772148,-74.116027
40.772340,-74.115037
40.773351,-74.115014
40.773351,-74.115014
40.773386,-74.113840
40.774606,-74.113886
40.775112,-74.113195
40.775827,-74.112919
40.776958,-74.110867
40.777388,-74.109166
40.777396,-74.109535
40.776751,-74.104769
40.776615,-74.104633
40.775600,-74.103158
40.775949,-74.100971
40.775582,-74.100625
40.773403,-74.100188
40.772636,-74.099106
40.769835,-74.097832
40.767720,-74.099014
40.765575,-74.097287
40.762733,-74.096044
40.762491,-74.095686
40.762350,-74.095469
40.762454,-74.094111
40.763222,-74.093466
40.762681,-74.091533
40.761852,-74.090137
40.753012,-74.095464
40.749407,-74.093651
40.749246,-74.090983
40.747690,-74.075178
40.743656,-74.076651
40.737133,-74.092515
40.724773,-74.099536
40.715761,-74.108098
40.715761,-74.120284
40.720997,-74.121417
40.734987,-74.117452
40.737659,-74.118073
40.739805,-74.119771
40.739805,-74.119771
40.741038,-74.122249
40.741092,-74.124351
40.741467,-74.127487
40.741467,-74.127487
40.741467,-74.127487
40.741467,-74.127487
40.740663,-74.136193
40.739805,-74.139998
40.738571,-74.141767
40.735030,-74.144174
40.733206,-74.147501
40.733689,-74.158897
40.733729,-74.158990
40.733689,-74.158897
40.734360,-74.159999
40.736210,-74.163002
40.742674,-74.166070
40.742674,-74.166070
40.745370,-74.165999
40.746408,-74.165950
40.747449,-74.166168
40.748978,-74.165885
40.751070,-74.165425
40.750480,-74.167726
40.749997,-74.168859
40.749890,-74.169213
40.749997,-74.169815
40.750936,-74.170594
40.751077,-74.170596
40.751206,-74.170598
40.753376,-74.170629
40.756783,-74.173816
40.757775,-74.174666
40.765527,-74.179943
40.768713,-74.177740
40.774223,-74.178201
40.778407,-74.174978
40.784056,-74.174057
40.786496,-74.174978
40.792950,-74.170922
40.787639,-74.159958
40.785611,-74.149013
40.785611,-74.149013
40.785611,-74.149013
END

40.741092,-74.124213
40.741038,-74.122231
40.739805,-74.119754
40.739521,-74.119529
40.737659,-74.118055
40.735620,-74.117418
40.720997,-74.121400
40.715761,-74.120267
40.715761,-74.108080
40.705180,-74.111994
40.703058,-74.112779
40.674648,-74.136556
40.685635,-74.154434
40.686235,-74.158733
40.689325,-74.161788
40.690355,-74.165409
40.689754,-74.167898
40.689754,-74.167898
40.688725,-74.169709
40.686922,-74.202069
40.690956,-74.209650
40.699883,-74.212472
40.700998,-74.212590
40.702543,-74.209703
40.705762,-74.206475
40.707436,-74.208683
40.715804,-74.202399
40.739000,-74.192806
40.742553,-74.190778
END
BEGIN POLY
40.485563,-74.391202
40.485563,-74.391202
40.481132,-74.397194
40.479298,-74.402019
40.480242,-74.407732
40.483761,-74.412129
40.479684,-74.414469
40.476208,-74.416312
40.472120,-74.419882
40.468419,-74.418820
40.467131,-74.422838
40.466326,-74.426432
40.468740,-74.427278
40.467936,-74.429392
40.467453,-74.431507
40.468032,-74.432846
40.469341,-74.434282
40.467453,-74.438062
40.458655,-74.469093
40.455866,-74.483480
40.452003,-74.491096
40.431662,-74.515900
40.441446,-74.531631
40.444794,-74.526611
40.451145,-74.520633
40.461702,-74.540766
40.460329,-74.544488
40.462389,-74.548605
40.463848,-74.547931
40.469170,-74.572018
40.471272,-74.571059
40.475821,-74.571624
40.481057,-74.575630
40.489426,-74.576589
40.491786,-74.578846
40.500412,-74.584095
40.503716,-74.582124
40.507150,-74.576818
40.513501,-74.574842
40.515389,-74.575973
40.518265,-74.580829
40.520668,-74.584216
40.523758,-74.584385
40.528822,-74.581393
40.534959,-74.578401
40.542941,-74.564286
40.543842,-74.561293
40.548520,-74.554517
40.551181,-74.546781
40.553584,-74.543901
40.546288,-74.536785
40.541568,-74.528597
40.539422,-74.521143
40.539594,-74.512729
40.539722,-74.511832
40.540152,-74.508896
40.550451,-74.491392
40.555687,-74.478857
40.556803,-74.470162
40.555429,-74.443285
40.557575,-74.431427
40.557661,-74.424652
40.547276,-74.400711
40.529009,-74.368254
40.528908,-74.368075
40.527534,-74.360057
40.529509,-74.348877
40.529509,-74.342900
40.528479,-74.336918
40.516376,-74.364346
40.488310,-74.396619
40.486078,-74.393572
40.485563,-74.391202
END
BEGIN POLY
40.446339,-74.201037
40.444536,-74.201037
40.437069,-74.207126
40.429087,-74.220659
40.423776,-74.218728
40.417403,-74.222428
40.409920,-74.222745
40.396723,-74.224541
40.390205,-74.219786
40.386021,-74.216510
40.384331,-74.214185
40.377411,-74.208274
40.373871,-74.203204
40.364295,-74.195811
40.362364,-74.195071
40.342167,-74.195506
40.345616,-74.195054
40.342167,-74.195506
40.336733,-74.193734
40.295534,-74.174487
40.280530,-74.171874
40.278025,-74.170435
40.274398,-74.168225
40.280342,-74.159967
40.282745,-74.151976
40.283089,-74.145561
40.281801,-74.136446
40.280256,-74.125191
40.280428,-74.120465
40.282831,-74.111574
40.284033,-74.107410
40.284033,-74.101445
40.280600,-74.087265
40.281115,-74.077029
40.287209,-74.078829
40.291500,-74.068139
40.291929,-74.064651
40.291758,-74.061050
40.290728,-74.056436
40.291157,-74.045184
40.292273,-74.038432
40.293303,-74.033481
40.295438,-74.029082
40.298924,-74.022821
40.300598,-74.021020
40.303774,-74.014107
40.304546,-74.010618
40.304525,-74.006771
40.305780,-74.004999
40.312958,-74.001265
40.317421,-73.996537
40.322571,-73.995412
40.327034,-73.997213
40.329952,-73.995637
40.326691,-73.988658
40.327206,-73.985282
40.323601,-73.981230
40.322227,-73.972000
40.362289,-73.970686
40.383854,-73.972638
40.383854,-73.972638
40.383854,-73.972638
